word,meaning
바늘방석,(옛날에) 헝겊 속에 솜이나 머리카락을 넣어 바늘을 꽂아 둘 수 있도록 만든 물건.
바늘방석,(비유적으로) 앉아 있기가 몹시 거북하고 불안한 자리.
바닐라,열대 식물의 열매에서 짜낸 것으로 과자나 아이스크림에 넣는 향료.
바닥권,"기록이나 성적, 주가 등이 더 이상 내려가기 어려울 만큼 낮은 상태의 범위."
바닥재,건물의 바닥을 까는 데 쓰는 재료.
바닷가,바다와 육지가 맞닿은 곳이나 그 근처.
바둑돌,바둑을 둘 때 쓰는 둥글고 납작한 작은 돌.
바둑이,털에 검은 점과 흰 점이 뒤섞여 있는 개. 또는 그런 개의 이름.
바둑판,"가로와 세로로 줄이 그어진, 바둑을 두는 데 쓰는 네모난 판."
바레인,"아시아 서남부의 페르시아만에 있는 섬나라. 여덟 개의 섬으로 이루어져 있으며, 주요 생산물로는 석유가 있다. 공용어는 아랍어와 영어이고 수도는 마나마이다."
바로미터,수준이나 변화의 정도를 알고 판단하는 기준.
바로크,16세기 말부터 18세기 중엽까지 유럽에서 유행한 파격적이고 감각적인 예술 양식.
바른길,굽지 않고 곧은 길.
바른손,오른쪽에 있는 손.
바른쪽,사람이 북쪽을 보고 있을 때 동쪽과 같은 쪽.
바보짓,어리석고 못나게 구는 행동.
바비큐,소나 돼지 등을 통째로 불에 구운 요리. 또는 그렇게 굽는 틀.
바소쿠리,"나무 줄기를 반원 모양으로 엮어서 만든, 흙이나 쓰레기, 거름 등을 담아 나르는 데 쓰는 기구."
바우처,"교육, 주택, 의료 등의 복지 서비스를 이용할 때 표시된 금액만큼 돈처럼 사용할 수 있는 표."
바위산,바위가 많아 풀과 나무가 자라지 못하는 산.
바위섬,바위로 이루어진 섬. 또는 바위가 많은 섬.
바위틈,바위의 갈라진 틈.
바이어,다른 나라에서 물건을 사들여 오는 장사. 또는 그런 장사를 하는 사람.
바지락,부채꼴 모양의 껍데기에 부챗살 무늬가 있는 작은 조개.
바지런,게으름을 부리지 않고 꾸준히 일을 함.
바지저고리,바지와 저고리.
바지저고리,(놀리는 말로) 능력이나 자기의 주장이 있는 의견이 전혀 없는 사람.
바지춤,바지를 입고 허리 부분을 접어 여민 사이.
바지통,바짓가랑이의 너비.
바짓가랑이,바지에서 다리를 넣는 부분.
바캉스,더위를 피하거나 편안히 쉬려고 가는 휴가.
바코드,컴퓨터로 상품을 관리할 수 있도록 상품에 표시해 놓은 줄무늬.
바퀴벌레,"작고 둥글납작하며 누런 갈색을 띠고, 음식물과 옷가지에 해를 끼치는 곤충."
박수갈채,손뼉을 치고 소리를 질러 축하하고 칭찬함.
박수무당,귀신을 받들어 점치고 굿을 하는 것을 직업으로 하는 남자.
박음질,바느질에서 실이 두 번 겹치게 뒤로 갔다 앞으로 갔다 반복하면서 꿰매는 것.
박음질,재봉틀로 박는 일.
박진감,사실에 가까운 느낌. 
박치기,머리나 이마로 무엇을 세게 들이받는 것.
박탈감,"재물이나 권리, 자격 등을 빼앗긴 느낌."
박테리아,사람들을 병에 걸리게 하거나 음식을 썩게 하는 아주 작은 생물.
반나절,하루 낮의 반의 반.
반농담조,반 정도는 농담으로 하는 말투나 방식.
반닫이,주로 옷이나 작은 물건들을 넣으며 앞면의 위쪽 절반이 문짝으로 되어 여닫게 된 궤짝 모양의 가구.
반대급부,어떤 일에 대응하여 얻게 되는 이익.
반대말,뜻이 반대인 말.
반대쪽,위치나 방향이 반대되는 쪽.
반대편,의견이나 생각 등이 달라서 반대하는 무리.
반대표,투표에서 반대하는 뜻을 나타내는 표.
반도체,여러 상태에 따라 전기가 통하기도 하고 안 통하기도 하는 물질.
반독점,혼자서 거의 다 차지함. 또는 그런 현상.
반동분자,진보나 개혁 또는 혁신의 움직임을 반대하거나 가로막는 행위를 하는 사람.
반딧불,반딧불이의 꽁무니에서 나는 불빛.
반딧불이,꽁무니에서 빛을 내며 날아다니는 곤충.
반란군,정부나 지도자 등에 반대하여 공격하거나 싸움을 일으키는 군대.
반란죄,"법률에서, 군인이나 그에 준하는 사람이 무기를 지니고 반란을 일으킴으로써 성립하는 범죄."
반려견,가족이나 친구처럼 사람과 더불어 살아가는 개.
반려동물,가족이나 친구처럼 사람과 더불어 살아가는 동물.
반려묘,가족이나 친구처럼 사람과 더불어 살아가는 고양이. 
반만년,만 년의 반인 오천 년.
반말지거리,반말로 함부로 지껄이는 일. 또는 그런 말투.
반면교사,잘못을 통하여 교훈을 얻게 하는 대상.
반명함판,명함의 반 정도 크기의 사진판.
반민족,자기 민족을 거스르거나 저버림.
반민족적,자기 민족을 거스르거나 저버리는 것.
반민주,민주주의를 반대하거나 그에 어긋남.
반민주적,민주주의를 반대하거나 그에 어긋나는 것.
반바지,길이가 무릎 위나 무릎 정도까지 내려오는 짧은 바지.
반박문,어떤 의견이나 주장 등에 반대하는 내용을 적은 글.
반발심,"어떤 말이나 행동, 상황 등에 맞서서 반대하고 거스르려고 하는 마음."
반벙어리,발음 기관의 이상으로 남이 알아듣기 어렵게 더듬거리면서 말하는 사람.
반병신,몸의 일부가 불편해져 제대로 움직일 수 없는 사람.
반복적,같은 일을 여러 번 계속하는 것.
반봉건,나라가 각 지역마다 세력이 있는 사람을 중심으로 꾸려지는 제도나 사상에 반대함.
반부패,공공 기관이나 공무원의 부정한 행동에 반대함.
반사회적,"사회의 체제나 질서, 규범에 적응하지 못하고 거스르는 것."
반상회,이웃 간에 어떤 사안을 공유하고 논의하는 모임.
반성문,자신의 말이나 행동을 되돌아보면서 잘못을 깨닫고 뉘우쳐 쓰는 글.
반성적,자신의 말이나 행동을 되돌아보면서 잘못을 살피거나 그것을 깨닫고 뉘우치는 것.
반세기,한 세기의 절반인 오십 년.
반신반의,어느 정도 믿기는 하지만 확실히 믿지 못하고 의심함.
반신불수,병이나 사고로 뇌에 이상이 생겨 몸의 절반이 마비되는 일. 또는 그런 사람.
반신욕,배꼽 아랫부분을 체온보다 조금 높은 온도의 물에 담그고 하는 목욕.
반어적,효과적으로 표현하기 위해 본래의 의도와 반대로 표현하는 것.
반역자,"국가와 민족, 또는 그와 비슷한 권력을 가진 조직에 대한 의리를 저버리고 배신한 사람."
반영구적,오랜 세월이 흘러도 거의 변하지 않는 것.
반올림,숫자를 셈할 때 4 이하의 수는 버리고 5 이상의 수는 높은 자리로 올려서 1을 더하는 방법.
반의어,뜻이 반대인 말.
반인륜,사람으로서 마땅히 지켜야 할 인간관계나 질서를 깨뜨리는 사고나 행위.
반작용,"물리에서, 다른 물체로부터 힘을 받은 물체가 반대로 힘을 가한 물체에 똑같은 정도의 힘을 미침. 또는 그 힘."
반정부,기존 정부나 정부가 하는 일에 반대함.
반지하,층의 절반이 땅 아래에 있는 공간.
반짇고리,"바늘, 실 등 바느질 도구들을 담는 그릇."
반체제,국가와 사회를 지배하고 있는 기존 체제를 부정함.
반투명,빛이 또렷하게 통하지 않아 반대쪽이 흐릿하게 보이는 성질이 있음.
반평생,살아온 날들의 반 정도 되는 기간.
반항심,다른 사람이나 대상에 맞서 달려들거나 부딪히려는 마음.
반항아,다른 사람이나 대상에 맞서 달려들거나 부딪히는 아이. 또는 그런 사람.
반항적,다른 사람이나 대상에 맞서 달려들거나 부딪히는 태도를 보이는 것.
반환점,마라톤이나 경보 등에서 선수들이 방향을 바꾸는 지점. 또는 그 지점을 표시한 표지.
받침대,물건이나 몸의 일부를 받치는 데 쓰는 물건.
발걸이,말을 탈 때 발을 올려놓는 안장의 한 부분.
발굴지,"고분, 유적, 유물 등을 찾아서 파낸 곳."
발기인,어떤 일을 새로 시작할 것을 앞장서서 제안하고 그 방안을 마련하는 사람.
발길질,발로 걷어차는 짓.
발꿈치,발의 뒤쪽 끝.
발놀림,걷거나 운동을 하기 위한 발의 움직임.
발대식,어떤 단체가 만들어져 활동을 시작함을 알리는 공식적인 행사.
발돋움,어떤 일이나 상황이 지금보다 좋은 상태로 나아감.
발뒤꿈치,발의 뒤쪽 발바닥과 발목 사이의 불룩한 부분.
발라드,"대중음악에서, 주로 사랑을 주제로 한 감상적인 노래."
발레단,발레를 공연하는 사람들로 이루어진 단체.
발매기,돈을 넣으면 자동으로 표나 상품 등을 파는 기계.
발명왕,발명을 아주 많이 한 사람.
발명품,지금까지 없던 물건을 생각하여 새로 만들어 낸 물건.
발바닥,서거나 걸을 때 바닥에 닿는 발 아래쪽의 평평한 부분.
발바리,다리가 짧고 몸이 작으며 털이 길게 난 개.
발바리,(속된 말로) 별 볼일 없이 여기저기를 싸돌아다니는 사람.
발버둥,앉거나 누워서 두 다리를 빨리 번갈아 굽혔다 폈다 하면서 몸부림을 치는 것.
발사대,미사일이나 로켓 등을 쏘기 위하여 고정시켜 놓는 받침대.
발사음,"활, 총, 대포, 로켓이나 전파, 음파 등을 쏠 때 나는 소리."
발상지,역사적으로 의미를 지니는 일이 처음 나타나거나 시작되는 곳.
발생량,어떠한 사물이 생겨나거나 나타나는 양.
발생률,어떤 일이 일어나거나 사물이 생겨나는 비율.
발생지,어떤 일이 일어나거나 사물이 생겨난 곳.
발소리,걸을 때 발이 바닥에 닿아 나는 소리.
발신음,전화를 걸거나 해서 신호를 보낼 때 나는 소리.
발신인,"편지나 소포, 메시지 등을 보내는 사람."
발신자,"편지나 소포, 메시지 등을 보내는 사람."
발아래,서 있는 곳의 바로 아래. 또는 서 있는 곳에서 내려다볼 수 있는 곳.
발아래,(비유적으로) 어떤 사람이 가진 능력의 가장 낮은 수준보다 더 못한 수준.
발암성,어떤 물질이 몸 안에 들어가서 암을 일으키는 성질.
발야구,"규칙은 야구와 비슷한데, 공을 방망이 대신 발로 차서 승부를 겨루는 경기."
발언권,회의에서 의견을 말할 수 있는 권리.
발언권,의견을 말하는 것에 대한 권위나 영향력.
발자국,발로 밟은 자리에 남은 발의 자국.
발장구,두 발을 위로 들었다 놓았다 하는 행동.
발전기,더 나은 단계로 나아가는 때.
발전사,발전해 온 역사.
발전상,발전한 모습.
발전성,발전할 수 있는 가능성.
발전소,"수력, 화력, 원자력, 풍력, 조력, 태양력, 지열 등으로 발전기를 돌려 전기를 일으키는 시설을 갖춘 곳."
발전적,더 좋은 상태나 더 높은 단계로 나아가는 것.
발주자,공사나 용역 같은 큰 규모의 거래에서 물건이나 서비스 등을 주문하는 사람.
발코니,"극장에서, 이 층 이상에 몇 사람만 같이 앉을 수 있도록 만든 특별한 자리."
발표자,"어떤 사실이나 의견, 입장을 공식적으로 드러내어 알리는 사람."
발표회,"무용이나 음악 등의 예술, 창작, 연구 활동의 결과를 공개적으로 보여 주는 모임."
발행인,책이나 신문 등을 인쇄하여 내놓은 사람.
발행일,책이나 신문 등을 인쇄하여 내놓은 날짜.
발행일,"공공의 기능을 하는 화폐나 증권, 증서 등을 만들어 내놓은 날짜."
발행자,"공공의 기능을 하는 어음, 수표, 증서 등을 만들어 내어 준 사람."
발효유,우유에 효모나 유산균을 넣어 발효시킨 음료.
밝은색,밝고 선명한 색.
밤거리,해가 져서 어두워진 거리.
밤바람,밤에 부는 바람.
밤사이,밤이 되고 나서 다음 날 아침이 되기 전까지의 시간 동안.
밤손님,(비유적으로) 밤에 남의 물건을 훔치는 도둑.
밤송이,뾰족한 가시가 나 있는 두꺼운 껍데기에 쌓인 밤. 또는 그 껍데기.
밤이슬,밤사이에 내리는 이슬.
밤하늘,밤 동안의 하늘.
밥거리,밥을 지을 재료.
밥거리,먹고살기 위하여 하는 일거리.
밥그릇,(속된 말로) 밥벌이를 위한 일자리.
밥상보,차려 놓은 밥상을 덮어 두는 보자기.
밥숟가락,밥을 퍼먹는 데에 쓰는 도구.
밥숟갈,밥을 퍼먹는 데에 쓰는 도구.
밥숟갈,(비유적으로) 얼마 되지 않는 적은 밥.
밥주걱,숟가락과 비슷한 모양의 밥을 푸는 도구.
밥주발,"위가 약간 벌어지고 뚜껑이 있는, 놋쇠로 만든 밥그릇."
밧데리,→ 건전지
방관자,어떤 일에 직접 나서지 않고 옆에서 바라보기만 하는 사람.
방구들,불 또는 더운물이나 전기 등으로 바닥을 덥게 하는 장치.
방구석,방 안의 네 모서리.
방글라데시,"남부 아시아에 있는 나라. 세계적인 다우 지역으로 주요 생산물로는 쌀, 사탕수수 등이 있다. 공용어는 벵골어이고 수도는 다카이다."
방독면,유독 가스나 세균 등으로부터 눈이나 코 등을 보호하기 위해 얼굴에 쓰는 기구.
방망이,무엇을 두드리거나 치는 데에 쓰는 길고 둥근 도구.
방망이,"(비유적으로) 야구에서, 투수가 던진 공을 배트로 치는 일."
